date,WAP,Laugh Now Cry Later,Rockstar,Blinding Lights,Whats Poppin,7 Summers,Watermelon Sugar,Roses,Savage Love (Laxed   Siren Beat),I Hope,Go Crazy,Before You Go,Break My Heart,Midnight Sky,Adore You,Circles,For The Night,Come & Go,Mood Swings,Savage,Popstar,Rags2Riches,Death Bed,Blueberry Faygo,Die From A Broken Heart,Mood,Don't Start Now,The Woo,The Bones,One Margarita,Life Is Good,Wishing Well,Cardigan,Be Like That,Smile,Chasin' You,Intentions,We Paid,Cool Again,Party Girl,Tap In,Girls In The Hood,Say So,Rain On Me,Emotionally Scarred,Got What I Got,The Box,If The World Was Ending,Nobody's Love,Why We Drink,The Bigger Picture,One Of Them Girls,Lovin' On You,My Future,I Love My Country,Like That,Be A Light,Kacey Talk,Said Sum,Greece,Heather,More Than My Hometown,Done,Bluebird,I Should Probably Go To Bed,Lemonade,The 1,Un Dia (One Day),Bang,God Whispered Your Name,24,Toosie Slide,Breaking Me,One Beer,Girl Of My Dreams,Kings & Queens,Pretty Heart,I Called Mama,Dollaz On My Head,One Night Standards,ily,Exile,Martin & Gina,Happy Anywhere,Got It On Me,Some Girls,Mamacita,After Party,3 Headed Goat,Stuck With U,Conversations,Caramelo,Hate The Other Side,La Jeepeta,Bitch From da Souf,Righteous,Past Life,Something Special,21,Lonely If You Are,Hard To Forget,Supalonely,Letter From Houston,One Big Country Song,My Ex's Best Friend,Don't Rush,Freestyle,Need It,Life's A Mess,Move Ya Hips,Be Kind,Falling,Walk Em Down,The Last Great American Dynasty,My Tears Ricochet,August,Invisible String,Betty,No Dribble,Mirrorball,Blood On My Jeans,Lion King On Ice,Seven,This Is Me Trying,Illicit Affairs,Mad Woman,The Climb Back,Epiphany,Peace,Hoax,Go,Perfect,Sunday Best,Titanic,Stay High,Bad Energy,The Scotts,Tell Me U Luv Me,Up Up And Away,Fighting Demons,B S ,Does To Me,Man Of The Year,Can't Die,Chicago Freestyle,Flex,Screw Juice,Enjoy Yourself,The Adventures Of Moon Man & Slim Shady,I Want It,Gangstas,Let It Go,My Affection,Aim For The Moon,Beer Can't Fix,Here And Now,44 Bulldog,Gooba,Dior,High Fashion,Yea Yea,Make It Rain,What You Know Bout Love,Snitchin,Bad Bitch From Tokyo (),Creature,West Coast Shit,Pussy Fairy,Wash Us In The Blood,Diana,Tunnel Vision (Outro),Trollz,After A Few,How You Like That,Yo Perreo Sola,In Between,YaYa,Memories,Nobody But You,Hot Girl Bummer,Black Parade,Know My Rights,Daisies,Grace,Believe It,In Your Eyes,Do It,Stick That In Your Country Song,My Truck,X,Shotta Flow 5,I Hope You're Happy Now,Everything I Wanted,Snow On Tha Bluff,Bleed,Tommy Lee,Level Of Concern,One Shot,Need Me,All In,July,Heartless,Ride It ,Otherside Of America,Drinking Alone,Deep End Freestyle,The Man Who Loves You The Most,My Oh My,Dance Monkey,Out West,Sour Candy,Turks,Cooler Than A Bitch,That Way,Hard Days,Catch,Trillionaire,Worldwide Beautiful,Stupid Love,TKN,Godzilla,T D,Alice,Hasta Que Dios Diga,Lose Somebody,Sigues Con El,Solitaires,RITMO (Bad Boys For Life),Sum 2 Prove,Top Floor,Wunna,Blindfold,SkyBox,Argentina,Met Gala,Daechwita,Nasty Girl / On Camera,MOTW,Gimmick,Go Stupid,Be Something,Feigning
2020-06-07,13,1,22,60,26,0,17,71,16,78,45,70,100,1,79,78,79,0,27,83,14,0,85,81,22,73,55,45,73,30,88,19,26,57,81,35,65,42,19,81,58,1,44,11,65,78,93,67,0,57,2,31,12,9,32,31,78,0,15,54,65,25,87,74,0,73,76,0,79,58,55,33,67,82,53,34,45,6,9,50,62,30,19,1,39,100,48,59,5,11,64,43,0,42,23,84,21,40,26,43,63,72,0,33,0,34,65,81,0,0,60,91,88,0,0,7,1,29,0,1,1,0,68,3,0,15,0,28,87,62,76,90,81,37,50,30,27,37,45,4,69,90,37,30,20,92,0,28,0,98,14,83,26,0,100,50,4,16,69,80,87,25,0,40,0,86,0,32,0,37,0,0,83,2,71,56,27,85,72,69,5,9,38,62,71,80,80,0,81,65,3,19,57,0,97,69,42,83,85,81,3,81,82,73,78,53,9,84,77,31,14,67,9,69,63,88,10,25,39,21,100,89,57,27,26,76,31,0,93,58,14,79,74,79,6,5,0,55,80,73,63,40
2020-06-08,11,0,20,57,32,0,15,57,13,77,45,63,89,2,80,68,70,4,27,71,10,2,73,74,32,68,34,33,73,24,86,16,20,66,81,47,52,42,26,83,48,0,36,10,55,71,83,56,0,43,2,38,53,11,35,28,77,0,6,52,50,10,92,75,0,60,73,1,71,48,53,31,56,59,46,42,57,3,30,36,60,28,16,1,29,78,38,66,11,9,66,41,0,38,37,64,19,35,26,30,50,66,1,27,0,33,63,85,0,0,53,82,59,0,0,6,1,24,8,0,0,0,60,2,0,8,1,27,77,57,71,81,36,29,46,35,30,36,53,6,80,90,35,27,16,95,2,18,0,85,9,65,27,0,16,47,3,15,58,71,81,27,0,33,0,75,10,34,0,32,0,0,79,3,78,76,21,72,65,56,3,12,30,56,78,68,82,0,79,58,1,16,53,0,91,46,33,76,90,84,3,73,66,74,40,49,0,76,62,33,12,46,26,71,49,77,8,22,36,22,91,92,71,30,40,54,23,18,52,51,6,69,64,88,5,6,0,23,66,54,73,22
2020-06-09,11,1,20,58,27,0,15,56,0,77,41,67,93,1,67,66,66,7,29,73,8,9,76,66,32,71,41,43,72,25,86,12,22,73,86,44,57,49,19,79,52,1,42,11,71,80,81,49,0,60,2,38,53,8,35,29,80,0,10,52,52,17,90,70,0,62,72,0,72,61,55,29,60,71,57,24,60,3,38,50,56,29,24,1,29,83,37,67,6,11,66,43,0,43,38,60,19,43,26,30,44,85,0,27,0,34,63,80,0,0,53,85,96,0,0,7,1,25,0,0,1,0,67,2,0,6,0,25,77,61,73,80,34,30,53,26,29,25,50,5,79,83,43,31,17,95,0,23,0,81,16,73,13,0,50,52,5,16,60,78,69,28,8,33,0,73,0,38,0,33,0,0,85,3,59,73,23,74,45,72,4,5,31,68,75,68,82,0,83,59,0,32,50,0,89,34,30,73,87,83,4,71,79,33,43,44,0,76,61,32,11,49,15,69,54,82,8,15,28,18,73,89,73,23,47,51,24,33,56,58,7,56,53,83,5,6,0,17,89,46,71,44
2020-06-10,12,0,20,59,31,0,16,58,14,76,40,65,88,1,76,67,75,11,28,74,12,2,82,70,32,67,35,40,83,20,86,18,22,74,85,53,55,56,24,87,54,0,38,11,72,70,87,52,0,68,3,30,65,9,40,29,80,0,2,50,51,25,90,77,0,59,73,0,75,27,52,30,56,58,68,48,55,4,32,28,58,30,0,0,30,89,38,64,7,9,100,43,0,38,26,61,20,39,27,19,46,76,0,28,0,36,60,85,0,0,56,82,66,0,0,7,2,27,4,1,0,0,71,2,0,6,0,22,95,55,72,79,36,34,39,32,33,32,43,6,72,88,45,28,19,93,0,23,0,91,14,65,14,1,17,44,5,16,61,76,83,28,0,11,0,77,0,51,0,33,0,7,72,3,76,74,24,74,54,61,4,10,30,95,81,67,82,0,84,57,7,0,54,0,89,52,38,70,81,82,4,69,76,26,48,61,0,77,63,36,12,52,8,72,69,90,8,19,30,21,68,82,69,18,43,61,18,51,95,43,7,60,69,84,6,5,28,42,58,55,67,35
2020-06-11,13,1,22,54,30,0,16,59,14,76,45,64,76,1,85,69,71,15,33,76,10,2,78,72,40,70,49,43,73,37,80,13,22,70,81,47,61,62,20,100,58,0,39,10,70,71,85,60,3,40,2,34,31,10,34,29,82,0,11,52,54,18,90,82,0,59,71,2,76,18,52,29,59,55,63,42,44,3,28,15,56,29,0,1,30,91,39,59,18,8,96,46,1,39,40,70,17,38,26,32,54,80,1,14,0,32,58,84,0,0,57,87,84,0,0,6,2,25,0,1,1,0,67,2,0,5,1,25,81,51,71,83,38,32,50,37,27,29,40,4,71,85,34,27,15,97,2,31,0,89,7,77,19,1,35,47,4,18,62,89,77,40,0,23,0,68,0,56,0,34,0,11,77,3,65,72,24,79,52,47,4,11,27,74,88,75,83,0,87,62,13,17,52,0,92,50,34,72,91,84,4,63,73,43,57,36,9,81,60,32,11,51,4,69,59,84,7,21,29,19,66,90,67,24,38,70,11,56,59,48,6,60,84,84,5,5,0,42,79,49,75,47
2020-06-12,12,1,22,59,31,0,17,60,0,77,38,71,85,1,82,73,76,0,27,78,10,7,75,64,45,73,50,35,71,30,83,19,20,64,78,48,60,53,20,84,54,1,41,10,72,84,86,62,0,66,100,31,42,9,51,28,76,0,4,49,47,22,84,79,0,68,70,3,79,24,51,30,73,67,50,55,55,5,25,45,62,28,9,0,26,75,37,62,37,9,72,53,1,37,41,59,17,34,26,85,50,85,0,7,0,35,60,80,0,0,57,86,68,0,0,7,1,25,8,0,1,0,68,2,0,6,0,25,77,47,72,82,37,29,44,34,30,21,43,4,76,86,39,30,19,92,0,25,0,84,12,76,20,1,54,45,4,23,67,85,70,100,9,48,0,76,11,74,0,33,0,100,72,3,61,64,22,79,58,63,4,11,29,85,77,69,80,0,81,67,100,35,53,0,92,93,100,77,85,79,3,77,75,18,41,37,100,83,68,39,11,53,22,64,52,81,6,17,34,19,68,83,67,28,44,61,21,19,88,61,5,59,78,83,5,5,0,25,74,62,71,33
2020-06-13,14,1,22,67,30,0,20,69,49,73,55,71,98,1,78,71,74,9,30,81,14,5,80,93,24,69,52,53,77,29,84,18,21,59,78,49,65,81,34,100,69,0,40,12,88,77,88,55,0,43,83,12,23,8,43,29,60,0,20,52,46,21,84,83,1,75,68,0,81,100,52,31,77,78,50,58,53,3,37,61,67,33,9,0,36,84,45,61,13,9,65,54,1,42,84,74,14,34,26,36,49,88,0,16,0,25,64,64,0,0,52,91,75,0,0,6,0,25,0,0,0,0,70,2,1,4,1,26,77,47,75,79,54,37,45,33,30,27,37,6,70,86,33,30,16,89,0,15,0,96,23,75,17,0,60,41,2,21,71,87,81,69,0,13,0,83,0,82,0,35,0,76,74,3,70,53,29,88,51,69,5,15,32,100,79,77,78,0,82,69,49,0,65,0,88,100,80,84,89,76,3,82,90,17,67,41,89,83,75,39,10,52,18,62,61,87,7,12,28,20,86,79,52,38,37,64,28,79,68,45,5,64,71,80,7,6,0,62,78,61,63,27
2020-06-14,13,0,22,62,27,0,22,68,0,74,50,70,96,1,75,70,75,4,26,81,16,3,87,88,56,72,49,40,70,38,86,17,22,59,81,57,62,77,26,85,61,1,39,10,79,61,88,70,3,67,48,38,46,11,74,29,75,0,7,57,48,25,84,80,0,70,68,0,100,42,54,31,74,77,44,42,72,7,14,22,68,32,19,1,29,93,48,58,3,9,62,54,1,40,38,78,24,36,27,29,48,91,4,24,0,38,64,80,0,1,58,93,82,0,0,7,1,26,5,0,1,0,67,2,0,3,0,31,97,52,75,82,79,38,52,35,29,10,41,6,60,85,32,24,13,84,0,23,0,86,18,69,20,1,20,46,4,19,73,86,69,49,0,26,0,86,0,76,0,34,0,47,79,3,65,53,24,85,71,71,3,12,30,88,87,77,77,0,80,69,67,0,52,0,90,68,41,77,82,76,4,83,84,33,63,31,64,80,69,37,12,54,9,60,57,92,7,15,38,13,83,81,50,20,40,54,27,0,96,42,5,68,67,81,6,5,32,34,65,60,56,27
2020-06-15,11,1,19,58,31,0,16,57,14,77,41,74,88,2,57,68,75,15,28,70,8,7,75,61,42,67,28,32,73,33,83,17,19,63,93,27,56,68,28,82,52,1,35,8,64,66,85,51,0,48,44,41,10,11,28,28,72,0,9,52,49,29,85,71,1,53,68,8,77,60,56,24,61,55,46,33,71,4,32,19,55,30,25,1,27,72,35,59,23,9,67,45,0,31,73,66,17,34,28,38,44,65,1,29,0,39,57,77,0,0,58,82,50,0,0,7,2,24,0,0,0,0,63,3,0,5,0,32,83,48,70,79,40,37,48,23,22,21,38,4,71,84,39,32,16,95,2,15,0,78,19,64,20,1,35,43,5,18,64,69,64,37,0,23,0,78,0,60,0,31,0,33,76,3,58,71,23,73,41,60,4,13,28,63,80,66,79,0,86,60,54,51,53,0,86,55,50,78,88,79,5,71,74,26,28,38,64,72,51,38,10,55,16,68,56,79,8,12,27,18,62,85,74,15,42,42,17,0,63,43,6,70,57,81,6,3,0,18,57,45,64,38
2020-06-16,12,0,19,49,25,0,15,56,28,75,41,63,81,2,75,65,73,7,27,72,10,4,73,76,51,69,39,37,70,27,86,15,22,66,97,37,57,72,26,79,52,0,37,8,53,71,78,55,5,52,35,26,20,10,42,29,73,0,6,53,48,28,89,72,0,59,67,0,73,22,54,28,64,67,43,47,40,2,12,28,58,29,8,0,27,66,37,57,17,9,74,45,1,44,58,64,19,39,30,18,37,64,1,14,0,27,61,82,0,0,55,81,68,0,0,7,1,23,0,0,1,0,65,3,0,5,0,25,78,44,74,76,35,28,35,36,24,14,42,4,75,87,33,25,16,94,0,14,0,76,22,71,13,0,34,56,0,18,68,78,87,45,0,22,0,74,0,54,0,31,0,32,79,6,53,68,23,73,52,66,4,8,30,56,75,62,81,0,82,61,45,66,47,0,89,57,39,75,92,79,5,78,66,22,44,32,49,72,53,28,9,53,8,68,53,84,6,13,30,11,64,84,67,27,50,70,24,100,72,41,5,60,71,85,5,4,28,41,61,48,69,20
2020-06-17,12,1,18,47,31,0,18,56,14,76,47,64,77,2,68,64,72,12,34,70,13,14,67,63,48,71,47,39,71,34,82,18,22,62,92,66,56,67,17,86,53,1,38,9,79,73,87,52,3,48,34,34,15,9,53,29,69,0,15,52,51,26,89,85,0,62,67,0,73,46,55,27,65,63,72,30,42,5,28,19,54,31,42,1,29,63,36,57,11,10,74,48,0,41,20,69,19,31,31,25,53,86,1,0,0,42,61,82,0,0,50,80,59,0,0,7,1,27,4,0,0,0,64,3,0,6,0,22,77,49,76,79,32,26,40,34,23,15,54,4,74,81,32,30,13,94,3,20,0,81,23,71,12,1,0,54,0,17,68,89,85,34,8,23,0,73,0,52,0,33,0,24,85,5,49,67,24,73,51,58,4,13,24,55,76,70,79,0,75,60,45,86,65,100,89,49,27,69,86,83,5,63,67,26,53,38,57,76,56,37,11,46,17,68,58,87,5,20,29,16,60,87,66,21,40,48,13,0,56,44,5,54,64,90,4,4,0,24,75,56,66,24
2020-06-18,12,0,19,51,28,0,19,55,0,77,50,71,90,1,70,60,67,0,29,75,10,16,75,79,40,68,36,37,64,30,71,12,22,64,90,23,55,82,18,90,68,2,35,9,87,68,82,52,0,56,29,34,15,8,34,30,63,0,13,51,53,51,85,92,0,65,69,0,70,46,53,25,67,64,47,45,37,7,33,49,62,33,0,0,32,75,42,57,14,9,89,50,1,39,20,69,15,37,32,51,43,66,0,22,0,34,60,79,0,0,54,86,59,0,0,7,1,25,8,0,0,0,64,2,0,9,1,23,79,39,75,79,35,27,45,30,26,6,48,4,72,89,35,26,16,94,0,26,0,81,30,73,11,0,18,44,4,17,68,85,70,26,0,47,0,72,0,76,0,35,0,20,69,6,53,69,23,74,60,67,4,3,26,55,70,64,83,0,83,60,41,17,51,46,91,62,29,77,86,84,5,86,69,20,36,47,47,75,63,31,9,49,13,68,55,80,8,15,30,12,59,86,67,17,28,54,22,0,78,52,4,54,70,90,6,5,0,37,66,69,61,33
2020-06-19,13,1,19,59,30,0,20,58,30,79,45,64,97,1,79,63,68,12,26,80,11,17,74,75,42,71,50,39,72,37,77,19,20,61,84,53,58,87,23,96,68,1,38,10,62,76,82,49,0,63,38,43,11,9,46,31,69,0,7,50,52,23,83,83,1,68,71,2,72,83,55,23,79,75,59,47,54,2,34,46,67,53,9,0,27,66,50,69,14,10,84,51,1,47,35,62,18,54,37,47,40,76,0,38,0,38,60,73,0,0,72,85,62,0,0,7,1,24,0,0,0,0,69,2,0,7,1,23,81,41,74,79,40,30,59,27,34,19,40,1,66,87,42,17,16,96,0,31,0,78,21,81,16,0,37,44,6,20,66,65,78,39,0,12,0,75,33,42,0,36,0,21,80,6,59,63,24,83,49,78,4,8,26,54,75,74,81,0,86,62,29,18,59,22,94,64,31,97,84,82,5,65,72,21,66,43,48,81,59,38,10,49,12,59,49,87,6,7,32,17,65,86,67,28,37,60,24,18,39,46,6,61,64,87,5,5,30,25,60,70,58,65
2020-06-20,15,0,21,66,28,0,23,68,67,71,48,69,94,1,83,71,74,5,26,100,14,8,80,83,42,67,46,49,67,48,93,23,24,60,84,73,70,88,17,89,69,1,42,10,75,74,89,54,0,51,30,36,12,10,55,32,59,0,13,54,59,43,83,81,0,78,71,2,79,27,53,28,92,94,62,57,63,6,52,45,68,53,19,0,26,86,48,61,13,12,70,65,0,53,78,76,19,44,58,30,62,82,0,42,0,32,62,70,0,1,49,91,85,0,0,7,2,26,5,0,0,0,70,2,0,6,1,22,78,40,78,83,53,40,73,38,26,17,44,4,62,87,36,27,19,91,0,26,0,89,16,80,11,1,82,34,11,19,72,84,89,42,0,41,0,80,12,89,0,37,0,17,69,6,64,52,31,88,57,67,100,6,31,51,75,80,79,0,100,62,50,100,60,11,95,68,34,100,86,79,5,86,89,10,54,35,35,89,71,45,9,55,14,57,48,93,8,20,51,16,93,81,51,19,39,53,20,40,100,62,6,58,74,100,5,4,0,28,65,48,55,31
2020-06-21,13,0,21,65,26,0,21,66,16,76,47,74,91,1,88,70,73,18,32,84,15,10,92,62,57,71,47,44,72,33,92,19,21,53,84,45,59,86,17,90,59,1,41,9,74,69,89,54,0,78,27,31,24,10,39,31,63,0,2,56,51,33,91,82,2,68,73,0,75,58,55,23,80,100,45,51,65,4,23,72,66,47,29,0,30,67,52,67,8,8,62,52,0,44,31,68,20,52,100,29,47,74,0,49,0,45,65,67,0,0,45,91,73,0,0,7,0,26,0,0,0,0,74,1,0,6,1,27,76,43,77,78,72,34,60,26,27,27,41,4,64,91,38,36,19,84,2,17,0,86,9,75,20,1,20,38,4,17,71,75,87,36,0,0,0,89,12,83,0,35,0,16,66,5,80,53,31,87,60,45,38,18,28,59,80,74,76,0,93,64,30,0,51,7,92,63,22,83,92,84,6,77,84,17,72,38,71,84,65,43,9,66,4,54,58,87,6,10,37,14,74,78,48,21,36,61,25,40,68,56,6,60,74,77,6,4,0,42,68,49,56,44
2020-06-22,13,0,18,47,27,0,19,54,15,77,45,67,84,1,67,64,75,4,33,74,12,9,68,72,55,68,43,34,71,19,77,18,22,63,96,80,56,81,19,75,58,1,35,8,70,84,84,48,0,45,26,21,21,9,25,30,63,0,13,54,53,48,88,71,0,55,71,0,71,61,60,23,63,65,48,43,53,4,50,54,54,35,26,1,29,80,35,64,12,9,73,43,1,51,41,65,18,32,41,6,37,68,0,51,6,28,61,74,0,1,48,82,72,0,0,8,1,22,0,0,3,0,67,1,0,5,0,23,72,45,75,79,37,27,39,30,23,15,41,7,67,93,33,22,16,94,2,24,0,76,12,60,16,0,36,53,4,16,68,79,73,32,9,24,0,75,0,53,0,32,0,19,65,6,61,68,26,76,67,45,24,8,27,51,80,64,80,0,87,60,28,17,54,6,89,42,46,76,94,83,7,69,68,27,34,34,30,70,53,36,8,56,8,66,50,84,4,13,29,11,61,86,68,16,45,51,17,35,68,39,5,47,76,87,5,4,0,81,65,86,69,24
2020-06-23,12,1,18,54,24,0,18,55,43,79,46,69,91,1,74,66,70,16,30,76,11,14,60,68,52,71,43,42,69,26,84,16,18,65,89,59,52,75,20,83,55,1,33,8,63,81,80,50,0,34,28,51,36,9,44,29,62,0,15,52,48,40,88,74,0,59,68,0,70,61,65,21,68,63,52,31,52,2,37,24,54,36,17,0,29,85,40,53,2,8,69,43,0,46,34,65,19,33,28,58,50,72,2,36,0,35,65,82,0,1,51,84,55,0,0,7,2,22,0,0,0,0,66,1,0,6,0,25,73,70,71,79,31,26,42,33,25,3,50,4,72,94,44,26,19,93,0,21,0,80,18,72,11,2,0,41,5,18,66,80,75,33,0,12,0,78,11,28,1,33,0,19,72,5,69,67,21,75,55,66,19,8,26,48,66,62,79,4,84,58,27,69,58,4,95,47,36,73,93,80,8,73,74,6,63,28,19,73,58,35,8,49,12,66,45,82,6,11,23,11,67,80,65,21,51,62,26,0,61,51,6,56,82,94,6,4,0,37,65,67,64,39
2020-06-24,13,0,19,56,100,0,19,54,15,78,45,66,84,1,86,66,71,12,26,73,10,21,73,72,34,69,41,40,69,29,77,17,20,63,84,45,52,90,31,94,57,2,35,9,71,71,82,59,0,85,27,35,27,9,36,31,73,0,9,51,51,30,86,81,0,60,70,2,74,58,100,23,79,65,58,36,53,3,46,40,56,37,17,0,19,78,40,51,14,9,70,52,1,41,42,63,19,40,27,13,52,74,0,52,0,26,66,78,0,1,45,83,33,0,0,7,1,24,0,0,0,0,62,1,0,5,0,24,72,100,73,76,31,27,50,35,22,9,44,7,72,94,29,29,15,97,0,24,0,76,20,65,20,0,37,37,2,15,65,71,81,39,0,12,0,74,22,71,1,31,0,14,79,7,64,67,23,70,45,67,14,17,29,50,68,63,80,2,88,61,25,0,58,3,91,43,34,76,95,80,9,69,75,12,51,43,6,70,79,36,7,44,12,62,45,85,7,10,26,15,77,81,65,20,32,53,31,18,66,40,4,54,66,97,7,4,0,25,69,58,68,34
2020-06-25,13,1,31,51,96,0,22,55,30,76,45,70,88,1,80,72,71,8,30,75,12,7,63,84,41,71,50,39,66,39,82,18,19,61,82,73,59,92,19,87,57,7,34,8,59,72,81,47,0,43,26,35,27,8,48,32,69,0,16,51,50,41,86,84,1,62,69,2,70,72,71,21,72,72,48,36,53,2,17,60,70,33,0,0,27,93,42,67,49,9,73,54,0,57,28,67,27,41,26,33,40,59,0,37,0,23,61,79,0,0,52,85,66,0,0,8,1,24,0,0,1,0,64,2,0,5,0,25,71,63,71,77,36,27,42,26,22,27,51,5,69,92,29,27,20,97,0,27,0,77,17,71,13,1,0,44,2,16,100,63,76,31,0,48,0,68,0,62,0,31,0,12,71,9,65,67,27,76,56,54,14,30,27,46,78,64,80,100,96,58,18,0,50,2,87,39,36,69,97,81,9,78,65,12,31,28,18,80,64,32,7,50,12,63,39,84,6,12,45,15,89,76,64,18,35,48,24,0,77,38,4,52,71,91,6,4,0,25,68,51,71,34
2020-06-26,13,0,24,59,81,0,26,60,46,79,42,69,93,1,81,72,73,8,33,79,12,7,70,72,39,72,32,36,67,38,77,16,17,68,84,42,58,86,32,77,55,100,35,9,62,75,86,52,0,71,20,33,22,9,44,100,72,4,9,52,48,27,86,80,0,65,68,2,74,80,59,22,79,69,55,60,61,6,39,42,62,35,9,1,23,93,44,65,100,9,70,53,1,66,50,74,72,41,26,34,40,70,0,31,0,32,59,83,0,1,55,86,51,0,0,8,1,24,4,1,1,0,60,1,0,7,0,27,73,53,71,79,32,33,52,34,25,6,34,1,69,93,39,30,18,95,0,25,0,83,27,78,12,2,0,42,8,16,75,78,74,35,9,13,0,82,0,56,2,35,0,12,65,100,62,62,30,81,68,72,12,100,30,48,67,67,82,50,100,60,20,18,54,3,90,41,31,80,99,82,10,79,73,0,39,30,29,81,69,45,7,52,13,59,57,86,7,17,35,13,84,84,65,25,45,55,19,19,43,38,5,51,65,92,6,4,0,26,69,62,63,32
2020-06-27,15,1,23,74,79,0,30,68,100,70,47,78,81,1,82,69,85,0,27,84,13,19,77,100,58,73,23,41,69,69,76,17,22,51,81,73,61,87,29,99,57,49,40,9,84,73,93,63,3,46,17,28,30,9,80,93,73,2,17,59,57,34,86,85,0,83,69,0,80,65,57,26,77,78,68,49,88,4,28,68,61,40,19,0,32,79,65,72,69,12,63,57,0,51,39,72,50,40,25,81,57,78,3,50,0,38,65,78,0,1,51,91,53,0,0,8,1,27,5,0,0,0,68,2,0,8,0,23,74,53,79,82,48,30,63,32,28,21,38,7,66,100,37,27,22,90,2,15,0,94,20,75,32,1,41,52,8,16,78,85,93,29,0,41,0,83,0,56,1,37,0,11,82,86,70,54,37,86,65,64,13,83,29,50,63,78,76,24,90,64,19,40,56,2,100,62,24,96,93,79,10,77,91,0,38,42,19,81,78,40,10,57,0,57,59,88,6,11,42,14,96,79,52,23,40,54,13,44,69,59,4,66,67,85,6,4,0,21,54,52,52,52
2020-06-28,14,0,19,58,63,0,27,65,48,72,57,73,96,1,88,69,74,9,32,81,12,10,73,80,45,73,33,38,71,34,82,13,26,46,79,61,69,84,34,89,63,40,35,9,81,76,90,51,0,38,16,34,6,9,67,69,68,0,5,60,51,53,89,77,0,73,74,2,77,47,56,21,85,79,52,50,72,3,9,82,62,38,9,0,24,74,48,68,51,10,53,58,0,54,23,69,52,45,25,43,58,67,1,24,6,37,61,80,0,1,53,94,54,0,0,8,0,27,5,0,2,0,73,2,0,12,0,30,78,53,76,82,79,34,54,32,36,13,45,3,61,96,30,26,21,90,2,30,0,88,23,77,17,1,0,49,6,16,77,81,73,35,0,26,0,87,47,63,0,38,0,11,68,59,58,54,37,84,59,92,11,39,29,61,83,71,78,21,97,66,20,0,52,2,99,69,30,85,89,78,12,81,67,13,100,31,18,81,78,38,8,59,13,54,100,89,6,8,35,19,88,74,49,23,44,60,20,20,67,56,3,62,73,84,6,4,0,21,59,63,67,50
2020-06-29,12,0,20,50,55,0,22,56,0,70,47,65,78,2,74,66,78,16,30,79,12,14,64,75,60,69,31,34,69,29,68,17,22,55,84,36,52,90,25,81,53,29,33,8,54,76,83,48,3,47,20,28,47,8,41,50,65,0,13,59,52,37,86,72,0,55,71,3,71,38,56,23,79,58,66,50,35,2,21,49,66,34,8,2,25,67,46,60,39,9,67,45,1,62,27,67,44,35,25,52,48,67,1,22,0,35,67,79,0,0,53,82,81,0,0,8,2,23,0,0,1,0,62,2,0,11,1,26,70,52,76,76,39,32,50,40,18,3,41,5,67,92,37,18,16,97,2,34,0,78,19,68,17,1,54,49,2,14,68,70,81,27,17,24,0,78,11,53,4,35,0,9,70,41,53,66,30,72,62,56,9,30,25,48,70,59,80,9,90,59,14,35,47,2,93,47,25,71,95,79,16,77,66,12,44,28,14,71,68,36,6,50,4,58,42,82,5,35,33,18,69,81,72,13,45,36,25,35,37,44,3,60,71,91,5,4,29,12,63,59,57,45
2020-06-30,13,1,21,46,47,0,24,55,59,72,48,78,81,1,62,69,65,16,22,92,9,9,60,70,39,68,35,35,64,22,75,18,22,64,84,72,59,88,20,68,61,22,33,8,59,71,82,55,0,53,17,45,32,8,38,46,69,0,73,55,50,49,85,73,0,61,67,2,71,52,54,23,70,61,46,67,63,1,25,45,62,33,9,1,24,65,42,59,56,8,77,47,0,56,55,61,33,32,25,39,56,66,0,44,0,24,60,80,0,0,55,86,65,0,0,8,1,23,4,0,2,0,58,2,0,5,1,26,73,51,75,75,32,26,50,27,21,3,58,8,73,95,24,25,19,97,4,27,0,76,17,67,22,5,18,43,4,13,70,81,67,37,0,12,3,75,0,41,100,34,0,14,70,38,46,62,28,73,55,53,10,33,26,46,73,63,80,6,78,60,23,0,45,2,90,45,25,92,94,82,19,67,66,3,37,42,21,71,58,40,7,49,12,57,55,82,7,11,24,19,71,84,66,20,36,33,19,18,46,41,2,56,77,91,4,4,0,25,75,75,62,27
2020-07-01,13,0,20,50,51,0,23,54,29,75,43,65,72,1,75,62,68,4,27,89,11,16,57,75,39,69,27,40,64,27,73,20,20,60,82,52,51,94,29,83,59,28,34,8,57,75,83,45,3,51,21,35,37,8,48,42,65,0,75,54,47,48,82,78,0,62,70,0,73,62,54,19,70,70,43,45,45,2,21,69,53,30,9,0,28,65,41,55,32,8,66,51,0,56,14,62,33,41,25,20,51,75,0,44,0,31,61,76,0,0,52,82,60,0,0,32,1,25,0,0,3,0,58,1,0,5,0,24,69,61,74,75,28,26,41,25,21,9,37,1,71,91,28,33,26,97,2,36,0,78,15,63,21,6,0,40,4,12,72,78,82,37,0,36,7,73,11,61,66,37,0,10,59,30,49,57,28,71,53,52,9,22,28,46,67,62,77,13,82,58,21,53,51,2,88,49,24,98,93,77,30,70,66,3,50,20,0,73,64,35,7,45,8,56,46,81,6,8,26,15,65,79,63,10,43,52,19,0,88,43,4,49,79,88,5,4,29,12,68,57,62,15
