date,Love The Way You Lie,Dynamite,California Gurls,I Like It,Teenage Dream,Cooler Than Me,DJ Got Us Fallin' In Love,Mine,Airplanes,Ridin' Solo,Magic,Billionaire,Find Your Love,Not Afraid,OMG,Just The Way You Are,Your Love,Club Can't Handle Me,Misery,Take It Off,"Hey, Soul Sister",Bottoms Up,Break Your Heart,The Only Exception,Bulletproof,Stuck Like Glue,There Goes My Baby,Alejandro,The Boys of Fall,Impossible,Teach Me How To Dougie,Smile,Need You Now,Pretty Boy Swag,Half Of My Heart,Your Love Is My Drug,All About Tonight,Free,Deuces,Got Your Back,Secrets,If I Had You,Unthinkable,Breakeven,Undo It,Love Like Crazy,"Lover, Lover",Pretty Good At Drinkin' Beer,Miss Me,If It's Love,If I Die Young,Ride,King Of Anything,Animal,La La La,Gettin' Over You,POWER,Circle The Drain,My First Kiss,Blowin Money Fast,I'm In,Our Kind Of Love,Letting Go Dutty Love,Rockstar 101,Little White Church,Round & Round,2012 It Ain't The End,Waka Waka This Time For Africa,Kissin U,Come Back Song,Break My Bank,Hello Good Morning,Love All Over Me,Farmer's Daughter,Champagne Life,143,As She's Walking Away,Glitter In The Air,Bittersweet,The Catalyst,Roll With It,Rock That Body,All Over Me,This Afternoon,Fancy,Somebody To Love,Lose My Mind,This Ain't Nothin',Bed Intruder Song,Water,September,Like A G6,The Man Who Can't Be Moved,Hold You Hold Yuh,Mockingbird,Rhythm of Love,Love Like Woe,Little Lion Man,Lay Me Down,Hot Tottie,Nothin' On You,Not Like The Movies,Rain Is A Good Thing,I Never Told You,The House That Built Me,Beautiful Monster,Pray For You,We'll Be A Dream,Crazy Town,Sex Room,All I Do Is Win,In My Head,Haven't Met You Yet,Get Ready Its a new day,Nightmare,She Won't Be Lonely Long,The Crow & The Butterfly,Cuando Me Enamoro,Over,Jar Of Hearts,Can't Be Tamed,Ordinary Girl,Aston Martin Music,Eenie Meenie,If We Ever Meet Again,Opposite Of Adults,No Love,The Man I Want To Be,Wavin' Flag,Rude Boy,Telephone,Whataya Want From Me,My Chick Bad,Gimmie That Girl,Shark In The Water,Neighbors Know My Name,Up On The Ridge,Never Say Never,Young Forever,I Gotta Feeling,Outta Your Mind,Wrong Baby Wrong,I Can Do Anything,TiK ToK,Won't Back Down,Cold Wind Blows,Stay,I Keep On Loving You,Talkin' 2 Myself,Up All Night,25 To Life,I'm Back,I Made It Cash Money Heroes,Bad Romance,9 AM In Dallas,Hey,Fireworks,Winner,Another Way To Die,Lil Freak,Double Vision,Solo,Finding My Way Back,Faithfully,Over The Rainbow,Any way you want it,Don't Stop Believin',Bionic,Not Myself Tonight,To Sir With Love,Bohemian Rhapsody,"Beamer, Benz, Or Bentley",Poker Face,I Gotta Get To You,Keep On Lovin' You,Everything To Me,Woohoo,Yeah Ya Know Takers,Imma Be,Hey Daddy Daddy's Home,Baby,You And Your Heart,Good Vibrations,Beautiful Day,Deja Vu,Hallelujah,Another One Bites The Dust,Falling Slowly,Unstoppable,Tell Me Something Good,Loser,It's a man's world,Dirty Picture,Roger That,Say Aah,All The Right Moves,Carry Out,Up To The Mountain,American Honey,Beth,Leave Right Now,Ain't Back Yet,Highway 20 Ride,The Boxer,Touchin On My,Dream On,Who Dat,I Dreamed A Dream,Jessie's Girl,Super High,Neutron Star Collision Love Is Forever,Say Something,Safety Dance,Steady Mobbin',Hell On The Heart,Blah Blah Blah,Pyramid,A Little More Country Than That,Today Was A Fairytale,Window Seat
2010-05-24,0,21,26,33,0,27,0,42,73,45,79,42,66,32,76,3,81,0,38,19,37,4,62,56,87,0,26,25,2,80,17,83,61,21,20,63,0,74,43,7,44,33,98,48,31,48,75,12,29,41,9,80,11,93,92,35,96,0,45,0,73,11,0,23,38,17,0,4,72,15,0,31,19,47,0,72,0,42,61,4,21,50,38,59,81,23,42,36,0,94,15,16,11,64,93,24,18,32,70,0,59,2,26,57,53,7,82,33,60,58,42,70,66,0,30,68,0,15,100,0,24,5,3,60,52,55,41,95,30,46,73,54,63,37,48,69,29,17,42,49,17,60,62,50,2,0,88,98,0,20,1,76,100,56,47,78,3,48,4,56,32,85,28,27,43,18,33,50,28,2,45,0,38,55,13,65,33,27,48,0,87,65,25,20,39,29,27,11,66,2,14,30,46,67,24,57,62,1,67,67,3,25,31,52,45,45,18,29,61,61,11,83,42,49,62,64,74,43,63,17
2010-05-25,0,23,24,31,0,25,0,36,70,49,86,48,59,33,76,4,73,0,27,18,39,2,63,62,68,1,34,25,2,73,20,77,56,18,19,57,23,74,48,18,41,22,69,82,20,46,28,12,30,36,8,70,8,94,96,27,96,0,36,0,80,14,0,100,46,18,0,2,31,14,0,34,14,60,3,68,0,44,53,4,27,55,36,77,80,21,43,45,0,90,15,14,10,26,76,40,35,28,66,0,54,1,49,72,38,20,81,0,49,77,45,67,45,0,28,45,0,16,80,0,25,4,0,53,49,50,37,79,29,46,76,43,46,28,51,42,27,22,43,49,5,56,29,47,3,3,85,39,0,14,4,55,31,58,22,70,1,30,4,43,25,83,53,28,34,8,31,94,28,3,47,0,36,41,74,80,35,52,44,0,82,54,15,25,35,28,24,11,39,6,21,29,58,64,29,31,61,1,63,66,5,16,24,45,50,37,26,28,37,37,18,68,47,72,33,57,70,47,65,23
2010-05-26,0,27,31,29,1,37,0,37,74,48,76,43,60,30,68,3,79,0,29,17,55,3,65,47,77,1,27,28,0,83,20,78,61,29,21,63,6,74,46,41,39,23,70,72,29,46,58,24,26,37,6,72,14,93,100,31,92,0,54,0,82,7,0,100,52,19,0,1,37,11,0,33,10,73,5,57,0,30,58,8,20,57,28,40,78,27,41,35,0,87,15,12,10,26,72,17,28,29,51,3,68,1,47,66,39,19,88,8,46,80,53,64,49,0,26,52,0,16,72,0,21,3,0,60,56,42,35,63,26,51,79,44,61,29,44,56,33,19,41,49,8,44,98,52,1,1,87,95,0,21,5,76,43,80,41,74,1,72,3,45,23,83,41,34,28,25,16,70,31,1,43,25,100,32,38,60,26,0,43,0,85,71,23,93,38,31,35,14,47,8,100,0,88,73,54,43,60,100,80,100,100,41,55,100,51,39,15,29,59,55,18,61,38,47,25,64,73,28,70,19
2010-05-27,0,22,33,31,1,34,0,41,78,40,86,42,65,34,70,4,88,0,30,23,56,2,60,53,72,0,30,27,3,77,22,77,60,13,36,58,30,72,40,32,41,23,73,73,100,26,15,24,30,23,5,77,11,87,97,48,93,0,36,4,75,4,0,76,26,24,0,3,35,11,0,26,12,62,5,67,0,34,61,3,20,56,29,68,79,22,34,0,0,88,15,18,21,79,70,17,30,41,52,6,68,1,50,41,59,17,74,16,53,71,44,62,67,0,27,39,0,15,67,0,24,4,3,56,58,58,39,64,31,51,81,55,58,43,48,60,33,20,43,58,11,72,73,49,7,1,81,64,3,15,6,80,32,74,19,71,1,100,3,63,38,83,54,30,25,30,32,55,29,3,38,51,89,43,25,58,34,0,46,0,87,85,24,100,37,37,25,18,61,12,34,10,80,70,44,49,64,21,65,73,36,25,35,68,33,39,37,29,93,69,14,66,39,60,34,55,70,21,40,11
2010-05-28,0,25,30,27,1,39,0,39,75,49,80,47,62,31,70,4,76,0,35,18,54,4,72,53,82,0,23,28,3,78,17,78,68,29,25,63,25,73,38,31,41,21,76,64,68,54,77,51,26,27,6,81,13,84,96,44,90,0,42,9,72,12,0,58,22,26,0,5,49,19,0,30,12,24,0,70,0,26,49,5,21,56,35,84,76,25,42,12,0,77,13,17,22,38,55,19,23,37,55,3,64,0,67,61,61,15,63,17,59,73,56,61,80,0,27,42,0,22,65,0,24,4,3,65,65,47,34,6,31,53,78,60,47,15,55,31,41,19,45,57,12,69,46,59,5,8,78,59,0,18,4,94,11,75,32,77,1,35,6,63,22,85,29,16,28,9,26,51,30,3,43,27,75,11,14,68,28,0,56,0,88,58,19,59,38,31,46,17,51,10,18,10,75,71,75,49,65,15,58,74,18,26,48,47,23,36,17,26,40,63,8,53,42,67,50,65,58,22,43,22
2010-05-29,0,28,35,36,0,37,0,42,78,63,99,58,68,35,82,4,92,1,40,33,75,2,84,70,88,1,24,34,2,91,21,82,70,22,24,89,24,85,43,25,49,20,100,71,77,33,78,49,29,23,12,82,17,86,95,56,88,0,55,12,74,15,0,54,42,25,0,1,89,24,4,37,5,38,14,82,0,40,73,3,16,100,23,47,92,27,39,62,0,76,14,9,42,83,38,31,24,33,48,0,79,3,51,54,63,17,81,0,49,80,62,76,43,0,36,53,51,18,65,0,29,6,4,79,81,71,48,23,39,79,74,58,49,0,61,32,15,26,57,88,11,69,86,80,5,10,78,32,4,20,7,76,29,90,10,97,2,42,2,49,34,100,18,21,31,23,32,61,39,3,57,0,94,100,17,50,44,0,62,0,93,69,32,51,47,36,38,20,72,6,14,13,85,65,50,71,72,8,61,66,25,44,34,49,59,41,16,27,57,78,10,74,36,57,29,81,55,19,52,32
2010-05-30,0,29,30,41,1,32,0,40,76,59,90,46,59,35,76,4,89,0,30,22,54,6,90,63,96,1,21,30,0,100,20,82,77,13,20,81,16,85,38,34,49,20,84,57,56,41,78,32,26,11,8,82,15,85,99,44,85,0,56,0,93,5,0,61,56,18,0,1,46,15,9,36,5,23,0,83,0,40,83,3,54,72,31,64,77,32,36,0,0,81,15,8,28,47,46,39,21,46,93,4,86,7,46,54,60,9,83,0,58,70,38,79,58,64,34,44,0,21,65,0,33,9,0,80,79,85,45,62,41,66,65,66,49,19,70,48,15,24,48,69,22,32,51,69,2,12,80,64,0,21,5,74,14,81,5,92,2,58,5,42,41,97,91,19,32,28,54,53,33,2,57,0,78,14,34,82,43,36,57,0,90,65,18,47,44,36,30,14,64,8,13,13,94,66,63,49,69,5,65,69,12,33,20,59,49,39,36,27,39,35,5,72,31,44,63,66,63,47,75,15
2010-05-31,0,25,23,33,1,28,0,40,66,47,78,41,59,31,60,3,72,0,31,25,42,3,65,48,74,0,21,31,0,65,13,78,61,18,39,60,43,73,30,27,45,37,65,47,60,48,60,25,23,35,5,72,2,75,99,33,89,0,37,9,76,11,0,45,43,31,0,3,54,22,7,29,7,29,0,80,0,31,47,6,33,44,26,61,69,22,29,36,0,78,15,9,21,27,43,30,31,28,63,0,58,6,49,44,51,13,67,16,33,58,43,56,45,50,23,20,0,19,60,0,26,8,3,58,57,38,42,96,32,50,68,73,37,30,30,54,23,72,39,57,17,60,53,52,7,8,76,66,5,17,3,56,22,60,16,71,2,31,4,36,34,86,42,20,19,4,33,45,21,1,38,0,63,22,79,57,30,0,47,0,81,55,33,34,39,27,46,11,54,9,10,20,69,43,38,55,56,4,65,56,10,34,16,56,23,37,24,18,26,52,4,56,27,34,40,53,61,29,38,18
2010-06-01,0,26,25,33,0,37,0,37,63,37,76,43,59,32,63,2,76,0,34,22,20,3,60,64,75,0,28,31,2,67,24,78,63,26,52,62,23,74,37,41,43,28,69,42,62,47,57,47,26,25,9,79,11,90,98,46,93,1,54,9,80,18,0,39,26,29,0,3,59,18,10,29,6,55,0,72,0,44,55,4,16,61,23,83,81,21,42,56,0,92,16,10,35,26,62,23,8,36,52,3,57,2,46,75,56,13,60,15,43,62,39,61,45,0,21,19,0,20,65,0,28,4,3,54,53,41,38,45,33,48,78,52,44,14,43,42,22,81,38,51,8,53,38,51,3,7,85,47,3,15,3,67,21,57,22,70,1,27,4,62,42,80,27,25,22,8,39,48,25,2,30,25,58,73,12,50,24,0,37,0,83,61,40,27,37,24,38,11,58,12,14,19,77,56,43,33,66,4,46,66,7,24,39,49,46,31,27,21,33,58,11,74,29,48,37,54,74,20,43,12
2010-06-02,0,29,29,35,1,46,0,42,77,46,77,50,65,31,68,3,82,0,31,25,31,7,71,55,90,0,22,34,0,81,22,82,62,19,52,71,18,73,32,39,40,22,61,72,43,50,30,61,30,29,11,80,15,91,99,53,95,0,51,0,75,7,0,42,37,27,0,5,77,18,7,31,12,57,0,80,0,32,57,4,12,70,34,40,81,23,37,35,0,91,16,8,21,27,61,12,28,40,48,3,64,3,54,46,58,15,65,40,67,55,52,73,47,0,24,47,0,25,67,0,24,3,3,61,55,65,40,100,32,49,79,66,50,59,48,57,68,92,39,47,8,63,44,51,2,3,87,97,8,72,7,82,33,61,15,73,2,26,9,55,21,84,42,23,22,22,33,56,23,3,34,26,65,76,26,71,31,27,48,0,86,71,100,25,51,29,92,15,44,100,18,100,72,64,31,40,66,3,52,79,9,34,46,42,52,31,22,14,17,53,11,67,26,59,26,56,74,35,38,13
2010-06-03,0,31,34,35,1,40,0,39,73,47,79,58,60,39,64,3,77,0,30,22,42,4,59,58,78,0,23,33,0,74,22,82,60,20,57,58,19,75,31,44,44,29,59,73,54,61,91,75,35,35,10,76,12,88,95,46,100,0,72,0,75,11,0,35,33,31,0,4,63,15,37,33,4,47,5,87,0,31,64,3,38,58,31,73,80,22,41,12,0,89,15,14,5,55,65,30,39,28,74,0,63,5,49,61,51,13,80,58,66,68,50,66,51,100,22,55,0,24,67,0,24,8,0,55,61,57,40,36,37,52,79,69,47,38,38,56,35,82,35,61,14,64,49,47,27,11,85,41,3,93,8,73,34,66,28,76,2,27,4,37,29,87,42,43,24,13,50,51,24,4,43,0,51,11,13,58,32,55,46,0,85,88,66,33,33,24,100,14,62,72,14,92,75,51,53,48,64,4,66,84,6,17,42,49,53,38,24,24,31,56,11,60,38,56,36,62,70,22,62,18
2010-06-04,1,27,35,37,1,38,0,36,69,51,81,56,62,38,66,3,82,0,28,23,44,2,69,74,88,0,24,32,0,79,21,79,58,18,43,66,39,75,31,34,41,29,57,52,51,50,32,53,35,22,4,76,19,88,92,53,92,0,75,0,71,12,0,42,52,26,0,7,76,20,18,28,14,37,3,85,0,49,56,3,35,76,31,52,86,22,44,38,0,87,16,14,17,29,51,45,30,40,58,0,63,5,65,57,71,19,69,9,66,55,57,64,57,52,23,43,0,26,62,0,25,4,0,57,53,60,38,50,39,47,80,46,44,16,50,47,36,78,42,67,9,63,33,59,100,13,83,61,0,75,4,67,47,66,25,75,2,24,11,48,28,91,30,37,25,9,96,51,26,2,51,0,57,23,42,48,35,0,61,0,86,76,43,26,41,26,67,12,55,35,12,54,77,62,40,35,53,2,50,82,4,36,16,50,20,36,34,22,23,60,8,70,34,57,19,55,70,23,63,17
2010-06-05,0,27,40,47,1,47,0,41,78,60,93,60,74,73,79,4,88,0,42,26,42,4,85,72,98,0,39,35,0,82,24,79,78,30,57,74,24,87,31,50,47,19,83,71,63,68,40,66,35,51,13,87,22,89,92,62,88,0,81,12,82,15,0,45,79,44,0,5,91,10,13,40,11,31,25,89,0,46,70,2,33,90,28,94,89,24,47,48,0,80,15,22,21,12,40,24,25,31,85,0,54,3,78,61,57,16,82,11,70,73,66,70,36,0,26,72,53,37,66,0,34,3,0,85,70,63,46,16,40,63,62,82,43,40,63,25,77,91,45,71,15,47,41,70,85,20,80,98,4,80,9,75,15,79,26,92,2,34,9,65,53,99,37,39,34,41,66,64,26,8,63,0,71,88,0,43,41,0,48,0,92,67,54,23,46,28,73,12,48,35,12,54,100,63,42,54,63,1,60,74,10,45,21,56,45,40,64,27,29,64,10,60,29,52,29,75,100,67,60,26
2010-06-06,1,31,37,46,1,54,0,40,79,59,88,64,77,100,74,5,95,0,36,23,60,4,78,72,91,0,30,32,4,94,28,71,64,21,45,74,23,86,40,44,55,31,90,63,60,58,57,31,38,59,9,90,17,85,94,67,84,0,78,6,87,5,0,29,27,35,0,7,76,38,34,31,13,22,41,70,0,49,68,6,26,74,35,89,88,22,31,30,0,84,17,22,27,58,56,46,21,29,64,4,63,3,53,61,62,23,89,41,60,68,53,69,57,0,30,43,0,35,67,0,30,5,0,75,65,79,47,30,47,58,62,63,51,9,73,33,44,92,52,75,18,58,62,57,59,14,88,83,3,92,11,67,0,72,10,94,2,38,15,50,27,95,53,41,30,17,53,69,29,2,55,33,68,28,100,63,39,35,52,94,94,96,40,30,50,30,61,16,55,26,12,64,87,61,44,40,77,2,62,69,5,11,66,49,62,35,30,15,6,79,38,71,27,41,22,61,81,27,62,20
2010-06-07,0,28,48,43,1,36,0,38,69,53,77,50,57,77,63,2,76,0,24,21,24,3,62,59,88,0,29,39,3,71,24,77,64,22,38,58,6,72,33,39,46,22,53,61,51,56,28,0,27,33,10,76,14,89,92,51,89,0,56,9,80,7,0,20,40,31,0,13,83,14,13,29,6,27,18,68,0,32,52,5,27,55,31,71,82,21,26,0,0,88,17,13,30,34,52,6,17,41,72,3,51,1,42,59,62,20,76,15,61,67,41,54,45,0,20,82,0,30,66,0,24,0,0,56,54,56,38,50,38,44,75,57,47,0,58,52,91,69,39,47,13,66,49,42,41,4,83,69,3,66,6,69,41,55,15,68,1,24,9,59,20,82,26,36,20,25,23,87,28,4,38,24,46,20,86,59,100,0,41,0,83,76,52,22,37,22,59,11,54,20,10,94,64,46,52,35,51,2,49,65,5,16,29,47,52,32,21,17,12,54,77,45,31,39,29,43,82,47,44,12
2010-06-08,8,30,46,43,1,38,0,38,76,52,74,51,56,76,66,2,78,5,46,19,44,2,54,74,71,1,23,74,2,67,24,77,51,19,41,64,11,73,24,30,42,22,54,47,65,59,14,23,29,41,12,75,11,86,96,55,90,0,66,0,71,18,10,23,35,18,0,25,78,17,3,28,10,49,5,61,0,50,62,5,15,54,34,83,84,20,30,22,0,86,16,12,15,68,60,11,40,24,43,3,45,3,42,63,60,23,67,30,60,66,42,53,33,46,20,32,0,34,68,0,25,4,0,57,54,56,85,39,41,47,77,50,39,14,57,36,91,73,37,41,26,62,45,47,37,87,85,46,71,71,31,81,0,56,11,74,1,22,10,72,32,82,39,43,22,37,39,100,27,4,38,24,52,41,12,53,64,0,47,69,85,91,20,27,35,25,53,8,61,17,10,47,71,39,19,38,56,1,45,76,2,39,24,39,42,28,32,10,8,54,52,59,27,56,45,51,76,33,30,13
2010-06-09,12,29,52,37,1,45,0,40,68,62,76,52,60,76,70,6,74,6,35,15,49,5,63,62,85,1,29,100,0,77,35,73,70,29,32,58,6,72,26,45,42,28,41,38,51,60,28,12,27,30,13,72,25,81,95,57,87,0,61,4,71,7,19,24,26,24,0,38,76,14,6,33,6,66,10,68,0,40,58,6,31,61,32,61,80,18,31,34,0,86,16,16,30,17,46,0,35,28,91,3,50,5,67,56,48,22,64,8,50,51,51,56,42,0,19,45,0,40,73,0,21,3,0,62,54,55,99,28,49,44,78,42,35,35,55,37,71,74,38,53,19,47,67,48,37,95,86,78,100,71,51,70,11,57,30,72,1,23,10,48,25,81,13,100,67,100,47,88,25,100,100,25,58,21,62,57,39,26,40,0,85,62,34,24,32,22,60,9,51,19,10,10,56,48,23,34,60,1,22,64,5,16,20,40,35,33,27,16,16,41,78,62,21,41,29,42,68,48,34,16
2010-06-10,14,27,52,39,1,41,0,38,67,58,76,57,54,78,74,3,74,6,27,22,42,4,53,76,79,0,30,74,0,73,23,76,70,20,41,68,18,76,21,30,42,26,46,47,69,57,15,25,27,26,6,75,13,83,98,52,91,0,59,0,75,37,10,20,32,25,0,54,74,19,17,44,16,29,8,63,0,34,51,3,53,58,32,72,87,24,35,59,0,84,16,17,11,63,54,6,14,36,56,3,49,4,32,52,60,21,73,41,52,59,50,64,48,0,21,81,0,40,67,0,20,5,0,61,54,49,100,36,60,46,77,51,45,37,49,31,68,71,37,85,17,49,61,49,24,85,79,57,73,65,65,73,22,59,19,73,2,28,12,65,21,82,0,82,56,96,49,87,25,55,100,0,57,33,52,61,60,27,43,0,87,56,29,16,33,23,48,10,49,17,11,40,56,62,21,40,55,2,63,71,3,34,46,52,19,30,20,18,22,30,52,54,26,47,52,52,73,100,43,15
2010-06-11,12,24,48,43,1,46,0,38,67,51,75,51,59,60,65,3,80,6,32,25,38,6,62,71,76,0,33,63,0,72,23,73,58,23,62,67,32,77,23,40,40,38,43,52,67,58,0,26,27,33,13,76,29,75,92,43,87,0,54,10,73,16,0,22,45,20,0,89,74,23,0,45,17,36,0,57,0,46,60,4,47,62,40,67,80,31,20,12,0,79,16,13,33,66,43,25,19,22,55,6,55,1,64,74,70,15,85,51,55,69,43,53,47,0,20,49,0,41,60,0,23,7,0,60,50,38,85,37,96,52,74,48,45,31,73,25,84,74,36,96,29,62,41,51,31,76,76,94,68,54,61,66,46,60,20,70,2,28,7,54,33,82,58,71,44,50,43,76,28,30,88,0,58,23,82,57,57,29,52,0,83,67,34,20,38,24,59,8,41,10,9,32,70,47,36,42,58,1,60,65,4,0,38,36,16,31,23,19,32,57,54,53,19,42,9,53,64,37,36,18
2010-06-12,15,33,67,46,1,55,0,38,83,66,87,71,64,71,72,5,91,7,29,22,42,4,87,75,85,0,37,69,2,78,33,74,74,31,48,78,33,88,31,40,47,43,57,47,43,60,80,50,31,39,13,93,26,83,92,60,84,0,56,0,76,20,14,39,94,37,0,100,84,15,5,52,4,55,4,79,0,59,79,4,28,88,32,77,78,37,44,16,0,71,15,14,22,24,40,16,27,28,69,0,60,0,69,63,54,20,65,33,70,68,53,72,48,0,23,100,0,43,64,0,27,4,0,82,64,76,86,80,100,54,63,73,32,30,50,42,100,95,40,100,19,76,47,72,21,76,75,44,62,66,63,85,0,76,5,84,2,28,23,53,32,96,56,69,44,100,100,94,32,40,80,0,76,29,18,49,53,0,64,0,91,75,25,24,40,26,48,10,36,15,8,68,79,46,42,56,74,2,46,61,4,23,42,74,30,32,27,16,17,72,100,53,38,48,24,50,66,39,65,8
2010-06-13,15,41,57,52,1,55,0,41,69,68,86,71,63,69,68,5,88,6,33,23,54,6,74,75,81,0,37,58,0,80,31,80,72,23,44,63,31,91,22,46,50,38,57,69,66,53,77,48,32,53,15,95,19,79,91,64,83,0,76,6,83,39,40,29,42,29,0,94,84,29,4,51,12,82,10,59,0,45,62,3,21,64,31,83,89,32,36,46,0,77,17,16,14,58,44,23,21,54,69,0,60,1,62,62,78,27,84,31,58,66,58,73,100,0,24,35,0,45,64,1,26,3,0,79,64,63,99,69,96,54,58,91,37,0,100,41,81,92,37,81,22,81,62,54,31,73,90,53,59,60,66,72,29,70,5,88,2,30,17,35,41,89,18,72,39,90,85,81,35,26,72,0,54,14,17,87,36,0,53,0,90,94,28,22,53,27,65,9,60,12,9,65,61,35,31,47,55,1,46,67,3,22,20,47,48,32,23,21,28,69,67,50,24,56,23,60,62,28,42,14
2010-06-14,13,35,48,40,1,52,0,37,63,49,75,57,51,61,63,4,74,5,30,20,15,4,59,60,74,2,25,44,0,71,24,71,62,25,42,57,23,75,24,45,43,56,41,42,64,84,57,12,25,45,13,84,17,78,91,42,90,0,55,13,75,14,0,29,26,27,0,90,57,18,13,34,9,72,13,67,0,29,55,5,36,60,41,75,89,24,22,34,0,86,17,7,31,26,46,11,25,38,52,3,54,2,62,70,70,14,72,16,65,77,34,62,34,47,18,45,0,39,59,0,18,8,0,56,48,47,77,46,78,40,75,53,31,14,59,45,49,75,32,51,5,57,34,44,28,58,82,31,44,61,56,73,21,50,15,69,2,24,37,40,38,82,27,58,34,29,40,76,25,17,58,0,45,31,25,59,38,0,43,71,83,78,40,17,30,21,22,9,42,9,8,10,59,39,30,25,51,1,26,63,6,16,20,44,32,25,29,12,12,56,32,52,11,51,17,43,61,14,48,13
2010-06-15,13,29,59,39,1,52,0,40,79,49,76,59,55,60,60,2,79,4,28,17,45,3,54,52,76,2,22,47,3,74,32,71,65,34,41,61,12,73,22,43,38,61,40,39,52,49,0,24,30,34,19,75,23,79,93,51,91,1,67,9,77,22,10,18,67,40,0,75,54,32,0,37,8,67,13,57,0,33,55,6,32,57,24,64,82,24,34,34,0,85,17,11,10,35,52,23,39,40,52,0,37,5,49,82,56,15,78,54,45,60,44,42,34,0,19,26,0,39,64,0,23,7,0,54,48,40,77,51,73,41,75,61,37,43,73,37,71,77,27,56,11,54,46,45,19,58,76,47,36,73,62,78,11,52,48,70,2,23,100,45,65,81,27,67,35,34,16,65,21,20,67,0,49,0,38,55,38,0,37,0,84,71,37,17,29,20,34,7,49,6,8,0,49,42,36,37,50,0,47,64,3,24,55,49,14,27,46,17,12,38,53,58,11,47,17,43,60,41,33,19
2010-06-16,16,29,100,44,1,52,0,38,82,55,78,59,59,65,65,2,79,4,23,20,51,3,58,62,76,0,21,44,2,80,26,77,52,27,42,59,6,75,31,36,43,46,43,45,43,70,29,61,30,43,16,75,26,78,93,62,89,0,71,13,72,22,10,22,48,19,0,74,49,22,3,42,16,23,8,65,0,54,46,4,52,55,40,63,89,23,19,23,0,83,17,11,10,62,51,12,34,25,56,3,40,2,51,63,65,16,58,40,44,54,45,55,38,48,19,73,0,40,64,0,29,8,0,53,47,69,68,46,81,38,76,44,33,7,59,29,50,74,33,52,11,76,39,47,42,52,83,48,45,100,65,61,0,46,42,67,2,21,54,30,77,80,41,58,37,43,16,65,19,14,45,0,48,53,26,54,41,0,36,72,82,56,27,16,36,21,43,8,47,11,9,59,61,34,47,32,43,1,58,67,4,17,25,45,18,26,29,10,8,55,55,57,25,30,39,45,65,14,41,13
2010-06-17,14,32,93,47,2,56,0,39,75,53,79,69,57,59,57,3,80,5,30,19,73,4,55,69,87,1,34,42,2,76,32,80,56,30,37,64,43,75,30,42,42,45,39,41,45,65,45,37,31,55,14,77,26,78,89,69,89,0,74,14,72,15,0,18,54,22,0,59,50,26,10,52,11,75,13,69,0,42,80,4,49,54,34,55,84,31,32,47,0,86,19,10,27,54,41,12,41,55,64,3,50,3,39,53,48,31,75,8,27,68,54,48,57,0,19,34,0,42,62,0,26,1,0,61,46,49,65,59,75,36,75,57,34,37,59,30,57,72,30,46,14,49,48,44,26,49,80,57,43,72,54,50,22,46,23,70,2,24,37,41,60,83,56,54,35,22,8,56,18,12,64,26,43,65,0,45,42,27,33,0,82,81,22,23,33,29,42,7,52,12,9,0,50,42,59,44,46,1,40,68,5,8,41,42,26,24,26,9,17,34,48,37,15,40,17,38,62,21,32,15
2010-06-18,14,32,78,46,2,51,0,37,68,67,81,62,62,61,67,12,78,6,23,21,44,6,60,63,69,1,23,43,3,72,30,75,67,23,38,63,38,78,31,26,43,33,49,45,45,60,0,39,31,40,15,82,14,77,88,59,87,1,66,14,65,39,11,23,51,35,0,59,50,12,7,30,14,43,11,71,0,36,52,4,43,55,27,62,82,80,28,25,0,80,16,13,17,48,39,38,30,35,43,3,50,2,51,71,49,21,60,17,58,75,49,63,38,0,19,43,0,40,60,0,29,6,0,60,55,52,61,44,80,43,73,63,29,31,49,39,60,79,34,69,15,59,51,44,43,62,78,69,51,79,54,63,12,47,20,69,2,24,35,38,33,84,15,39,32,28,52,63,22,11,57,0,46,34,28,58,45,29,57,0,84,57,20,25,40,24,24,7,51,0,9,21,55,43,25,32,50,2,66,62,6,9,60,40,16,25,19,17,36,39,59,52,29,43,41,39,57,0,40,15
2010-06-19,17,37,83,52,2,68,0,44,85,68,95,75,61,82,72,6,86,5,35,19,56,6,73,74,83,0,28,52,4,88,36,75,78,37,50,75,33,92,33,38,46,51,52,50,58,64,60,100,28,55,15,93,33,83,89,69,86,0,77,6,74,25,28,18,80,75,0,77,88,30,5,56,16,39,4,68,0,36,62,3,33,76,37,82,88,100,21,48,0,75,17,20,7,49,39,48,52,48,65,4,71,4,100,74,74,35,91,22,77,97,53,72,48,0,24,73,0,51,64,0,38,4,0,80,65,76,81,48,100,52,67,82,32,10,79,20,62,100,38,83,26,61,65,63,34,70,80,55,44,69,57,74,30,68,47,93,3,23,32,34,53,98,19,45,34,59,45,59,23,12,71,35,63,15,53,61,42,0,50,0,89,48,36,25,44,29,62,11,34,6,8,27,65,46,28,44,53,0,70,57,2,23,28,48,20,34,27,17,17,44,55,57,20,35,6,50,69,29,56,19
